id,symbol,avg_diff|float,p_val|float,_hprdClass,_expr,_geneLists,class
SOX9,SOX9,1.80447,0,Transcription factor,"BrainSpLMD|6662;Eurexp|euxassay_002633|axial skeleton, basisphenoid bone, calyces, exoccipital bone, femur, lung, mesenchyme, naris, nasal septum, nucleus pulposus, orbito-sphenoid, pancreas, pectoral girdle and thoracic body wall, pharyngo-tympanic tube, trachea, turbinate, ventricular layer, vibrissa;BrainSpMouseDev|20444","OMIM|608160;HPO|6662|11 pairs of ribs, Abnormal heart morphology, Abnormal scrotal rugation, Abnormal sex determination, Abnormality of male internal genitalia, Abnormality of the labia, Abnormality of the pharynx, Abnormality of the scrotum, Abnormality of the uterus, Absent sternal ossification, Ambiguous genitalia, Anterior tibial bowing, Apnea, Autosomal dominant inheritance, Azoospermia, Bifid scrotum, Blepharophimosis, Cleft palate, Clitoral hypertrophy, Cryptorchidism, Decreased fertility, Decreased fertility in females, Decreased serum estradiol, Decreased testicular size, Decreased testosterone in males, Delayed puberty, Depressed nasal bridge, Depressed nasal ridge, Disproportionate short-limb short stature, Dysgerminoma, Elevated circulating follicle stimulating hormone level, Elevated circulating luteinizing hormone level, Failure to thrive, Female external genitalia in individual with 46,XY karyotype, Femoral bowing, Fibular hypoplasia, Flat face, Generalized hypotonia, Glossoptosis, Gonadal dysgenesis, Gonadoblastoma, Gynecomastia, Hearing impairment, High forehead, Hip dislocation, Hydrocephalus, Hydronephrosis, Hypergonadotropic hypogonadism, Hypertelorism, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypoplasia of the vagina, Hypoplastic cervical vertebrae, Hypoplastic iliac wing, Hypoplastic inferior ilia, Hypoplastic scapulae, Hypospadias, Kyphoscoliosis, Laryngomalacia, Low-set ears, Macrocephaly, Male hypogonadism, Male infertility, Male pseudohermaphroditism, Micrognathia, Micropenis, Narrow chest, Neonatal respiratory distress, Neonatal short-limb short stature, Osteoporosis, Polycystic ovaries, Polyhydramnios, Poorly ossified cervical vertebrae, Primary amenorrhea, Proptosis, Recurrent fractures, Respiratory distress, Respiratory insufficiency, Scoliosis, Scrotal hypoplasia, Sex reversal, Short neck, Short palpebral fissure, Short stature, Shortening of all phalanges of fingers, Shortening of all phalanges of the toes, Skin dimples, Small abnormally formed scapulae, Small face, Sparse axillary hair, Sparse pubic hair, Streak ovary, Talipes equinovarus, Testicular dysgenesis, Thin ribs, Thoracic hypoplasia, Tibial bowing, Tracheobronchomalacia, True hermaphroditism, Upper airway obstruction, Urogenital sinus anomaly, Vanishing testis, Wide anterior fontanel",vRG
GRB14,GRB14,1.79444,6.09e-07,Adapter molecule,"BrainSpLMD|2888;Eurexp|euxassay_012213|dorsal root ganglion, mantle layer, nucleus pulposus, trigeminal V",OMIM|601524,vRG
VEPH1,VEPH1,1.77895,6.15e-11,Unclassified,BrainSpLMD|79674,OMIM|609594,vRG
FABP5,FABP5,1.77716,0,Transport/cargo protein,"Eurexp|euxassay_002194|axial skeleton, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, incisor, lobe, molar, naris, thoracic, thymus primordium, trigeminal V, vagus X, vibrissa","SFARI||Autism, 4 - Minimal evidence;OMIM|605168",vRG
TMEM132B,TMEM132B,1.77515,0,Integral membrane protein,"","",vRG
GULP1,GULP1,1.74791,0,Adapter molecule,BrainSpLMD|51454,OMIM|608165,vRG
PTPRM,PTPRM,1.74075,4.82e-07,Receptor tyrosine phosphatase,"BrainSpLMD|5797;Eurexp|euxassay_010519|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, renal/urinary system, reproductive system, respiratory system, sensory organ, tail, vertebral axis muscle system",OMIM|176888,vRG
CLU,CLU,1.73182,0,Complement protein,BrainSpLMD|1191;BrainSpMouseDev|12543,OMIM|185430,vRG
ITGA2,ITGA2,1.73115,0,Cell surface receptor,BrainSpLMD|3673;Eurexp|euxassay_009582|medulla,"OMIM|192974;HPO|3673|Autosomal dominant inheritance, Bruising susceptibility, Congenital onset, Thrombocytopenia",vRG
FABP5P7,FABP5P7,1.722,0,"","","",vRG
FAM219A,FAM219A,1.71893,3.3e-12,Unclassified,BrainSpLMD|203259,"",vRG
SPAG16,SPAG16,1.70258,4.38e-07,Unclassified,BrainSpLMD|79582,OMIM|612173,vRG
ID4,ID4,1.69982,0,Transcription regulatory protein,BrainSpLMD|3400;BrainSpMouseDev|15677,OMIM|600581,vRG
CREB5,CREB5,1.66917,0,Transcription factor,"BrainSpLMD|9586;Eurexp|euxassay_016386|axial skeleton, oral epithelium","",vRG
CRYZ,CRYZ,1.66246,5.35e-06,Enzyme: Oxidoreductase,BrainSpLMD|1429,OMIM|123691,vRG
CELSR1,CELSR1,1.66125,1.75e-08,G protein coupled receptor,BrainSpLMD|9620;BrainSpMouseDev|12399,OMIM|604523,vRG
PEA15,PEA15,1.66054,0,Transport/cargo protein,"BrainSpLMD|8682;Eurexp|euxassay_011580|neural retina, ventral grey horn, ventricular layer",OMIM|603434,vRG
SAMD4A,SAMD4A,1.66036,4.67e-09,Unclassified,BrainSpLMD|23034,OMIM|610747,vRG
B3GAT2,B3GAT2,1.65271,3.04e-11,Enzyme: Transferase;Integral membrane protein,BrainSpLMD|135152;BrainSpMouseDev|93607,OMIM|607497,vRG
PUS7,PUS7,1.64812,3.28e-07,Enzyme: Lyase,BrainSpLMD|54517,OMIM|616261,vRG
PAX6,PAX6,1.63518,0,Transcription factor,BrainSpLMD|5080;BrainSpMouseDev|18274,"SFARI||Autism, No category;OMIM|607108;HPO|5080|Abnormal best corrected visual acuity test, Abnormality of movement, Abnormality of retinal pigmentation, Abnormality of the optic disc, Abnormality of the vagina, Abnormality of vision, Amblyopia, Aniridia, Aplasia/Hypoplasia of the iris, Aplasia/Hypoplasia of the macula, Ataxia, Autosomal dominant inheritance, Autosomal recessive inheritance, Cataract, Cerebellar hypoplasia, Chorioretinal coloboma, Congenital glaucoma, Congenital nystagmus, Contiguous gene syndrome, Corneal opacity, Cryptorchidism, Displacement of the external urethral meatus, EEG abnormality, Everted lower lip vermilion, Generalized hyperpigmentation, Glaucoma, Global developmental delay, Hearing abnormality, Hypoplasia of the corpus callosum, Hypoplasia of the fovea, Hypoplasia of the iris, Hypospadias, Intellectual disability, Keratitis, Mask-like facies, Microcephaly, Micrognathia, Motor delay, Muscular hypotonia, Nephroblastoma, Nystagmus, Opacification of the corneal stroma, Optic atrophy, Optic disc hypoplasia, Optic nerve aplasia, Optic nerve coloboma, Optic nerve hypoplasia, Peripheral vitreous opacities, Peters anomaly, Postural tremor, Presenile cataracts, Pseudopapilledema, Ptosis, Reduced visual acuity, Retinal detachment, Scanning speech, Short stature, Slurred speech, Somatic mutation, Strabismus, Streak ovary, Visual impairment, Visual loss",vRG
GATM,GATM,1.6278,2.22e-16,Enzyme: Amidinotransferase,"BrainSpLMD|2628;Eurexp|euxassay_005674|diaphragm, footplate, frenulum, handplate, lower leg, paraxial mesenchyme, shoulder, skeletal muscle, upper arm, upper leg, vertebral axis muscle system","SFARI||Autism, No category;OMIM|602360;HPO|2628|Abnormality of creatine metabolism, Autism, Autosomal recessive inheritance, Delayed speech and language development, Failure to thrive, Global developmental delay, Infantile onset, Intellectual disability, Organic aciduria",vRG
NBPF14,NBPF14,1.61942,0,Unclassified,"",OMIM|614003,vRG
ATP1A2,ATP1A2,1.61878,0,ATPase,"BrainSpLMD|477;Eurexp|euxassay_001505|brain, cervical, cervico-thoracic, cochlea, dorsal root ganglion, facial VII, forelimb, glossopharyngeal IX, hindlimb, mesenchyme, naris, neural retina, spinal cord, stroma, thoracic, tongue, trigeminal V, turbinate bones, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|62830","OMIM|182340;HPO|477|Abnormality of movement, Aphasia, Apraxia, Ataxia, Autosomal dominant inheritance, Blurred vision, Choreoathetosis, Coma, Confusion, Diplopia, Drowsiness, Dysarthria, Dysphasia, Dystonia, Episodic ataxia, Episodic hemiplegia, Episodic quadriplegia, Fever, Generalized tonic-clonic seizures, Hemiparesis, Hemiplegia, Hemiplegia/hemiparesis, Heterogeneous, Incomplete penetrance, Intellectual disability, Mental deterioration, Migraine with aura, Nystagmus, Seizures, Transient unilateral blurring of vision, Vertigo",vRG
ANKRD20A4,ANKRD20A4,1.61537,1.09e-11,Unclassified,"","",vRG
ZFP36L1,ZFP36L1,1.59993,0,Transcription factor,"BrainSpLMD|677;Eurexp|euxassay_007310|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mantle layer, meninges, mesenchyme, renal/urinary system, reproductive system, respiratory system, sensory organ, tail, ventricular layer, vertebral axis muscle system;BrainSpMouseDev|11978",OMIM|601064,vRG
FABP7,FABP7,1.59659,0,Transport/cargo protein,"BrainSpLMD|2173;Eurexp|euxassay_000474|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, olfactory, rest of cerebellum, trigeminal V, ventral grey horn, ventricular layer","SFARI||Autism, 6 - Evidence does not support role;OMIM|602965",vRG
FHOD3,FHOD3,1.5877,7.03e-07,Regulatory/other subunit,"Eurexp|euxassay_000020|axial skeleton, basal columns, capsule, cardiac muscle, dermal component, duodenum, facial VII, foregut, glossopharyngeal IX, hindgut, inferior, mantle layer, medulla, medullary tubules, midgut, muscle, skeletal muscle, trigeminal V, vagus X, ventricular layer, vertebral cartilage condensation, vestibulocochlear VIII",OMIM|609691,vRG
PHLPP1,PHLPP1,1.58691,7.04e-07,Unclassified,BrainSpLMD|23239;Eurexp|euxassay_010722|ventricular layer,OMIM|609396,vRG
FBN2,FBN2,1.58101,4.91e-12,Structural protein,"BrainSpLMD|2201;Eurexp|euxassay_008110|lung, mesenchyme","OMIM|612570;HPO|2201|Abnormally folded helix, Adducted thumb, Aortic root dilatation, Arachnodactyly, Arthrogryposis multiplex congenita, Atrial septal defect, Autosomal dominant inheritance, Bicuspid aortic valve, Brachycephaly, Calf muscle hypoplasia, Camptodactyly of finger, Congenital kyphoscoliosis, Crumpled ear, Disproportionate tall stature, Distal arthrogryposis, Ectopia lentis, Frontal bossing, High palate, Joint stiffness, Macular degeneration, Metatarsus adductus, Mitral regurgitation, Mitral valve prolapse, Motor delay, Myopia, Osteopenia, Patellar dislocation, Patellar subluxation, Patent ductus arteriosus, Pectus carinatum, Reduced visual acuity, Scaphocephaly, Short neck, Slender build, Ulnar deviation of finger, Ventricular septal defect, Visual impairment",vRG
EMP2,EMP2,1.5441,6.38e-07,Cell cycle control protein,"BrainSpLMD|2013;Eurexp|euxassay_013721|bladder, epithelium, incisor, larynx, left lung, mantle layer, marginal layer, midgut, molar, pharyngo-tympanic tube, rectum, right lung, skeletal muscle, stomach, thymus primordium, trachea, urethra, ventricular layer, vibrissa","OMIM|602334;HPO|2013|Autosomal recessive inheritance, Minimal change glomerulonephritis, Steroid-resistant nephrotic syndrome",vRG
CPT1A,CPT1A,1.54278,1.73e-13,Enzyme: Palmitoyltransferase,"BrainSpLMD|1374;Eurexp|euxassay_017982|adrenal gland, bladder, choroid plexus, dorsal root ganglion, glossopharyngeal IX, hindgut, intermediate grey horn, mantle layer, meninges, metanephros, midgut, pancreas, thymus primordium, trigeminal V, urethra, vagus X, ventral grey horn, ventricular layer, vibrissa","OMIM|600528;HPO|1374|Arrhythmia, Autosomal recessive inheritance, Behavioral abnormality, Cardiomegaly, Coma, Diarrhea, Elevated hepatic transaminases, Elevated serum creatine phosphokinase, Fatigue, Feeding difficulties in infancy, Generalized hypotonia, Hemiplegia/hemiparesis, Hepatic failure, Hepatic steatosis, Hepatomegaly, Hyperammonemia, Hypoglycemia, Hypoketotic hypoglycemia, Lethargy, Loss of consciousness, Muscular hypotonia, Neurological speech impairment, Prenatal maternal abnormality, Recurrent encephalopathy, Reduced tendon reflexes, Renal tubular acidosis, Seizures, Skeletal muscle atrophy, Transient hyperlipidemia",vRG
BCAN,BCAN,1.54266,0,Adhesion molecule,"BrainSpLMD|63827;Eurexp|euxassay_018187|mantle layer, ventral grey horn, ventricular layer;BrainSpMouseDev|11818",OMIM|600347,vRG
SALL1,SALL1,1.53468,9.48e-07,Transcription factor,"BrainSpLMD|6299;Eurexp|euxassay_000198|basal columns, corpus striatum, epithelium, floor plate, floorplate, glomeruli, handplate, head mesenchyme, intermediate grey horn, isthmus, lateral wall, mantle layer, marginal layer, medulla oblongata, mesenchyme, olfactory, pars tuberalis, penis, skin, telencephalon, thyroid, ventral grey horn, ventricular layer;BrainSpMouseDev|37230","OMIM|602218;HPO|6299|2-3 toe syndactyly, 3-4 finger syndactyly, 3-4 toe syndactyly, Anal atresia, Anal stenosis, Anteriorly placed anus, Aplasia/Hypoplasia of the 3rd toe, Autosomal dominant inheritance, Bifid scrotum, Bifid uterus, Broad thumb, Chorioretinal coloboma, Clinodactyly of the 5th finger, Constipation, Cryptorchidism, Duodenal atresia, External ear malformation, Gastroesophageal reflux, Hearing impairment, Hypospadias, Hypothyroidism, Intellectual disability, Macrotia, Metatarsal synostosis, Microcephaly, Microtia, Overfolded helix, Overfolding of the superior helices, Partial duplication of thumb phalanx, Pes planus, Preauricular skin tag, Preaxial hand polydactyly, Pseudoepiphyses of second metacarpal, Rectoperineal fistula, Rectovaginal fistula, Renal insufficiency, Satyr ear, Short metatarsal, Stahl ear, Subcutaneous nodule, Tetralogy of Fallot, Toe clinodactyly, Triphalangeal thumb, Umbilical hernia, Urethral valve, Ventricular septal defect",vRG
VIM,VIM,1.534,0,Cytoskeletal protein,BrainSpLMD|7431,"OMIM|193060;HPO|7431|Autosomal dominant inheritance, Congenital onset, Diffuse nuclear cataract, Posterior polar cataract, Pulverulent cataract",vRG
FUT8,FUT8,1.53034,6.51e-09,Enzyme: Fucosyltransferase,BrainSpLMD|2530,OMIM|602589,vRG
S1PR1,S1PR1,1.52967,2.32e-10,G protein coupled receptor,BrainSpLMD|1901;BrainSpMouseDev|13387,OMIM|601974,vRG
PDLIM3,PDLIM3,1.52885,1.45e-13,Unclassified,BrainSpLMD|27295,OMIM|605889,vRG
GLUD1,GLUD1,1.51915,3.19e-08,Enzyme: Dehydrogenase,BrainSpLMD|2746,"OMIM|138130;HPO|2746|Asymptomatic hyperammonemia, Autosomal dominant inheritance, Heterogeneous, Hyperinsulinemic hypoglycemia, Hypoglycemic coma, Hypoglycemic seizures, Intellectual disability",vRG
ITGB8,ITGB8,1.5147,0,Cell surface receptor,"BrainSpLMD|3696;Eurexp|euxassay_011385|axial skeleton, brachial plexus, nasal cavity, optic chiasma, optic nerve, phalanx, submandibular gland primordium, testis, valve, ventricular layer, vibrissa;BrainSpMouseDev|107845",OMIM|604160,vRG
PTPRZ1,PTPRZ1,1.50891,0,Receptor tyrosine phosphatase,BrainSpLMD|5803;BrainSpMouseDev|19046,OMIM|176891,vRG
TRPS1,TRPS1,1.50646,5.23e-08,Transcription factor,"BrainSpLMD|7227;Eurexp|euxassay_011487|axial skeleton, basioccipital bone, basisphenoid bone, bladder, clavicle, cornea, cricoid, diaphragm, dorsal grey horn, exoccipital bone, femur, humerus, knee, lip, mandible, mantle layer, marginal layer, maxilla, mesenchyme, metanephros, midgut, molar, nasal septum, orbito-sphenoid, otic capsule, pelvic girdle, rib, skeletal muscle, sternum, stomach, submandibular gland primordium, thyroid, tongue, trachea, ureter, ventral grey horn, ventricular layer, vibrissa;BrainSpMouseDev|58142","OMIM|604386;HPO|7227|Abnormality of the nervous system, Abnormally low-pitched voice, Accelerated bone age after puberty, Aplasia/Hypoplasia of the mandible, Arthralgia, Autosomal dominant inheritance, Avascular necrosis of the capital femoral epiphysis, Bone pain, Bulbous nose, Camptodactyly of finger, Carious teeth, Chin with horizontal crease, Clinodactyly of the 5th finger, Concave nail, Cone-shaped epiphyses of the middle phalanges of the hand, Cone-shaped epiphyses of the phalanges of the hand, Cone-shaped epiphyses of the proximal phalanges of the hand, Cone-shaped epiphysis, Coxa magna, Deep philtrum, Delayed eruption of teeth, Delayed skeletal maturation, Dental crowding, Dental malocclusion, Fine hair, Flat capital femoral epiphysis, Fragile nails, Frontal bossing, Generalized hypotonia, High palate, Hyperlordosis, Increased number of teeth, Infantile muscular hypotonia, Intellectual disability, Ivory epiphyses of the distal phalanges of the hand, Joint dislocation, Joint hyperflexibility, Leukonychia, Long philtrum, Long upper lip, Low-set, posteriorly rotated ears, Macrotia, Microdontia, Micrognathia, Multiple long-bone exostoses, Muscular hypotonia, Narrow palate, Osteoarthritis, Osteopenia, Pear-shaped nose, Pectus carinatum, Pes planus, Protruding ear, Recurrent respiratory infections, Redundant skin, Scapular winging, Scoliosis, Short distal phalanx of finger, Short finger, Short foot, Short metacarpal, Short metatarsal, Short palm, Short phalanx of finger, Short stature, Shortening of all phalanges of fingers, Slow-growing hair, Smooth philtrum, Sparse and thin eyebrow, Sparse eyelashes, Sparse hair, Sparse lateral eyebrow, Sparse scalp hair, Swelling of proximal interphalangeal joints, Thick eyebrow, Thin eyebrow, Thin nail, Thin upper lip vermilion, Triangular face, Underdeveloped nasal alae",vRG
YAP1,YAP1,1.49935,1.18e-05,Transcription regulatory protein,BrainSpLMD|10413,"OMIM|606608;HPO|10413|Autosomal dominant inheritance, Bilateral cleft lip and palate, Chorioretinal coloboma, Hematuria, Intellectual disability, Iris coloboma, Microphthalmia, Sensorineural hearing impairment",vRG
CA12,CA12,1.49752,1.18e-10,Enzyme: Carbonic anhydrase,"BrainSpLMD|771;Eurexp|euxassay_018906|choroid plexus, clavicle, epithelium, incisor, molar, nasal septum, olfactory, oral epithelium, submandibular gland primordium, vibrissa","OMIM|603263;HPO|771|Autosomal dominant inheritance, Autosomal recessive inheritance, Dehydration, Failure to thrive, Feeding difficulties, Hyperkalemia, Hyponatremia, Infantile onset",vRG
KAZN,KAZN,1.49488,3.68e-05,Unclassified,BrainSpLMD|23254,"",vRG
ZMAT1,ZMAT1,1.48739,4.19e-08,DNA binding protein,BrainSpLMD|84460,OMIM|301007,vRG
SPATA13,SPATA13,1.48511,8.82e-08,Unclassified,BrainSpLMD|221178;Eurexp|euxassay_009443|ventricular layer,OMIM|613324,vRG
PDPN,PDPN,1.47499,5.52e-07,Water channel,"BrainSpLMD|10630;Eurexp|euxassay_002001|axial skeleton, submandibular gland primordium, ventricular layer;BrainSpMouseDev|14502",OMIM|608863,vRG
